# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Fri Nov 10 22:32:34 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_pnum:        Number of Planets in System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_dens:        Planet Density [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denslim:     Planet Density Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_dist:        Distance [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_disterr1:    Distance Upper Unc. [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_disterr2:    Distance Lower Unc. [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_distlim:     Distance Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN gaia_gmag:      G-band (Gaia) [mag],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teff:        Effective Temperature [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefflim:     Effective Temperature Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teffblend:   Effective Temperature Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_massblend:   Stellar Mass Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN rowupdate:      Date of Last Update,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masse:       Planet Mass [Earth mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masselim:    Planet Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_rade:        Planet Radius [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radelim:     Planet Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_locale:      Discovery Locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_mnum:        Number of Moons in System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_actlx:       X-ray Activity log(L<sub>x</sub>),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_actlxerr:    X-ray Activity log(L<sub>x</sub>) Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_actlxlim:    X-ray Activity log(L<sub>x</sub>) Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_actlxblend:  X-ray Activity log(L<sub>x</sub>) Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,rowupdate,pl_name,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_locale,pl_mnum,st_actlx,st_actlxerr,st_actlxlim,st_actlxblend
2119,Kepler-274,b,2,11.634788,0.000134,-0.000134,0,,,,,,,,,,,,6023,200,-200,0,0,,,,,,5/14/2014,Kepler-274 b,,,,,1.54,0.84,-0.84,0,Space,0,,,,
2120,Kepler-274,c,2,33.197861,0.000894,-0.000894,0,,,,,,,,,,,,6023,200,-200,0,0,,,,,,5/14/2014,Kepler-274 c,,,,,1.84,1,-1,0,Space,0,,,,
2121,Kepler-275,b,3,10.300682,0.000254,-0.000254,0,,,,,,,,,,,,6165,100,-100,0,0,1.24,,,0,0,5/14/2014,Kepler-275 b,,,,,2.34,0.45,-0.45,0,Space,0,,,,
2122,Kepler-275,c,3,16.088134,0.000164,-0.000164,0,,,,,,,,,,,,6165,100,-100,0,0,1.24,,,0,0,5/14/2014,Kepler-275 c,,,,,3.38,0.64,-0.64,0,Space,0,,,,
2123,Kepler-275,d,3,35.676062,0.000641,-0.000641,0,,,,,,,,,,,,6165,100,-100,0,0,1.24,,,0,0,5/14/2014,Kepler-275 d,,,,,3.33,0.74,-0.74,0,Space,0,,,,
2124,Kepler-276,b,3,14.12841,0.000111,-0.000111,0,,,,,,,,,,,,6105,200,-200,0,0,1.1,0.22,-0.14,0,0,5/14/2014,Kepler-276 b,,,,,2.87,1.35,-1.35,0,Space,0,,,,
2125,Kepler-276,c,3,31.884,,,0,,,,,,,,,,,,6105,200,-200,0,0,1.1,0.22,-0.14,0,0,5/14/2014,Kepler-276 c,16.6,4.4,-3.6,0,2.9,1.27,-0.28,0,Space,0,,,,
2126,Kepler-276,d,3,48.648,,,0,,,,,,,,,,,,6105,200,-200,0,0,1.1,0.22,-0.14,0,0,5/14/2014,Kepler-276 d,16.3,5,-4.3,0,2.8,1.23,-0.27,0,Space,0,,,,
2127,Kepler-277,b,2,17.324,,,0,,,,,,,,,,,,5946,,,0,0,1.12,0.19,-0.11,0,0,5/14/2014,Kepler-277 b,87.3,41.7,-39.9,0,2.92,0.73,-0.63,0,Space,0,,,,
2128,Kepler-277,c,2,33.006,,,0,,,,,,,,,,,,5946,,,0,0,1.12,0.19,-0.11,0,0,5/14/2014,Kepler-277 c,64.2,18.1,-15.7,0,3.36,0.83,-0.72,0,Space,0,,,,
2129,Kepler-278,b,2,30.160546,0.000311,-0.000311,0,,,,,,,,,,,,4991,75,-75,0,0,,,,,,5/14/2014,Kepler-278 b,,,,,4.07,0.16,-0.16,0,Space,0,,,,
2130,Kepler-278,c,2,51.078775,0.00089,-0.00089,0,,,,,,,,,,,,4991,75,-75,0,0,,,,,,5/14/2014,Kepler-278 c,,,,,3.59,0.43,-0.43,0,Space,0,,,,
2131,Kepler-279,b,3,12.309681,0.000051,-0.000051,0,,,,,,,,,,,,6363,259,-259,0,0,1.1,0.16,-0.13,0,0,5/14/2014,Kepler-279 b,,,,,3.62,0.71,-0.71,0,Space,0,,,,
2132,Kepler-279,c,3,35.736,,,0,,,,,,,,,,,,6363,259,-259,0,0,1.1,0.16,-0.13,0,0,5/14/2014,Kepler-279 c,49.4,7.2,-5.9,0,4.3,1.72,-0.41,0,Space,0,,,,
2133,Kepler-279,d,3,54.414,,,0,,,,,,,,,,,,6363,259,-259,0,0,1.1,0.16,-0.13,0,0,5/14/2014,Kepler-279 d,37.5,5.5,-4.5,0,3.1,1.24,-0.3,0,Space,0,,,,
2134,Kepler-28,b,2,5.9123,,,0,,,,,,,,,,,,4590,,,0,0,0.75,,,0,0,5/14/2014,Kepler-28 b,479.9,,,1,3.6,,,0,Space,0,,,,
2135,Kepler-28,c,2,8.9858,,,0,,,,,,,,,,,,4590,,,0,0,0.75,,,0,0,5/14/2014,Kepler-28 c,432.23,,,1,3.4,,,0,Space,0,,,,
2136,Kepler-280,b,2,2.139542,0.000006,-0.000006,0,,,,,,,,,,,,5744,200,-200,0,0,0.91,,,0,0,5/14/2014,Kepler-280 b,,,,,1.45,0.7,-0.7,0,Space,0,,,,
2137,Kepler-280,c,2,4.807091,0.000009,-0.000009,0,,,,,,,,,,,,5744,200,-200,0,0,0.91,,,0,0,5/14/2014,Kepler-280 c,,,,,2.01,0.97,-0.97,0,Space,0,,,,
2138,Kepler-281,b,2,14.646008,0.000139,-0.000139,0,,,,,,,,,,,,5723,200,-200,0,0,0.98,,,0,0,5/14/2014,Kepler-281 b,,,,,2.82,1.12,-1.12,0,Space,0,,,,
2139,Kepler-281,c,2,36.337373,0.000111,-0.000111,0,,,,,,,,,,,,5723,200,-200,0,0,0.98,,,0,0,5/14/2014,Kepler-281 c,,,,,5.31,2.06,-2.06,0,Space,0,,,,
2140,Kepler-282,b,4,9.220524,0.000341,-0.000341,0,,,,,,,,,,,,5602,155,-155,0,0,0.97,0.1,-0.12,0,0,5/14/2014,Kepler-282 b,,,,,1.01,0.25,-0.25,0,Space,0,,,,
2141,Kepler-282,c,4,13.638723,0.000491,-0.000491,0,,,,,,,,,,,,5602,155,-155,0,0,0.97,0.1,-0.12,0,0,5/14/2014,Kepler-282 c,,,,,1.2,0.29,-0.29,0,Space,0,,,,
2142,Kepler-282,d,4,24.806,,,0,,,,,,,,,,,,5602,155,-155,0,0,0.97,0.1,-0.12,0,0,5/14/2014,Kepler-282 d,61,35.9,-36.1,0,2.46,1,-0.2,0,Space,0,,,,
2143,Kepler-282,e,4,44.347,,,0,,,,,,,,,,,,5602,155,-155,0,0,0.97,0.1,-0.12,0,0,5/14/2014,Kepler-282 e,56.2,16.2,-16.7,0,3.1,1.26,-0.25,0,Space,0,,,,
2144,Kepler-283,b,2,11.008151,0.000029,-0.000029,0,,,,,,,,,,,,4351,100,-100,0,0,,,,,,5/14/2014,Kepler-283 b,,,,,2.13,0.26,-0.26,0,Space,0,,,,
2145,Kepler-283,c,2,92.743711,0.001413,-0.001413,0,,,,,,,,,,,,4351,100,-100,0,0,,,,,,5/14/2014,Kepler-283 c,,,,,1.82,0.12,-0.12,0,Space,0,,,,
2146,Kepler-284,b,2,12.699149,0.000071,-0.000071,0,,,,,,,,,,,,5615,200,-200,0,0,,,,,,5/14/2014,Kepler-284 b,,,,,2.24,0.98,-0.98,0,Space,0,,,,
2147,Kepler-284,c,2,37.514456,0.00035,-0.00035,0,,,,,,,,,,,,5615,200,-200,0,0,,,,,,5/14/2014,Kepler-284 c,,,,,2.61,1.18,-1.18,0,Space,0,,,,
2148,Kepler-285,b,2,2.633867,0.000012,-0.000012,0,,,,,,,,,,,,5411,200,-200,0,0,0.85,,,0,0,5/14/2014,Kepler-285 b,,,,,1.34,0.58,-0.58,0,Space,0,,,,
2149,Kepler-285,c,2,6.186676,0.000059,-0.000059,0,,,,,,,,,,,,5411,200,-200,0,0,0.85,,,0,0,5/14/2014,Kepler-285 c,,,,,1.12,0.49,-0.49,0,Space,0,,,,
2150,Kepler-286,b,4,1.796302,0.000009,-0.000009,0,,,,,,,,,,,,5580,131,-131,0,0,,,,,,5/14/2014,Kepler-286 b,,,,,1.24,0.25,-0.25,0,Space,0,,,,
2151,Kepler-286,c,4,3.468095,0.000023,-0.000023,0,,,,,,,,,,,,5580,131,-131,0,0,,,,,,5/14/2014,Kepler-286 c,,,,,1.37,0.27,-0.27,0,Space,0,,,,
2152,Kepler-286,d,4,5.914323,0.000054,-0.000054,0,,,,,,,,,,,,5580,131,-131,0,0,,,,,,5/14/2014,Kepler-286 d,,,,,1.33,0.27,-0.27,0,Space,0,,,,
2153,Kepler-286,e,4,29.221289,0.00037,-0.00037,0,,,,,,,,,,,,5580,131,-131,0,0,,,,,,5/14/2014,Kepler-286 e,,,,,1.77,0.43,-0.43,0,Space,0,,,,
2154,Kepler-287,b,2,20.342199,0.000084,-0.000084,0,,,,,,,,,,,,5806,200,-200,0,0,,,,,,5/14/2014,Kepler-287 b,,,,,2.33,1.06,-1.06,0,Space,0,,,,
2155,Kepler-287,c,2,44.851896,0.000247,-0.000247,0,,,,,,,,,,,,5806,200,-200,0,0,,,,,,5/14/2014,Kepler-287 c,,,,,3.26,1.49,-1.49,0,Space,0,,,,
2156,Kepler-288,b,3,6.097326,0.000064,-0.000064,0,,,,,,,,,,,,5918,250,-250,0,0,0.89,,,0,0,5/14/2014,Kepler-288 b,,,,,1.67,0.8,-0.8,0,Space,0,,,,
2157,Kepler-288,c,3,19.305772,0.000135,-0.000135,0,,,,,,,,,,,,5918,250,-250,0,0,0.89,,,0,0,5/14/2014,Kepler-288 c,,,,,2.85,1.36,-1.36,0,Space,0,,,,
2158,Kepler-288,d,3,56.633742,0.000908,-0.000908,0,,,,,,,,,,,,5918,250,-250,0,0,0.89,,,0,0,5/14/2014,Kepler-288 d,,,,,2.67,1.27,-1.27,0,Space,0,,,,
2159,Kepler-289,b,3,34.545,0.0005,-0.0005,0,4.1,3.9,-3.9,0,700,14,-14,0,,,,5990,38,-38,0,0,1.08,0.02,-0.02,0,0,11/19/2014,Kepler-289 b,7.3,6.8,-6.8,0,2.15,0.1,-0.1,0,Space,0,,,,
2160,Kepler-289,c,3,125.8518,0.0076,-0.0076,0,0.47,0.06,-0.06,0,700,14,-14,0,,,,5990,38,-38,0,0,1.08,0.02,-0.02,0,0,11/19/2014,Kepler-289 c,132,17,-17,0,11.59,0.19,-0.19,0,Space,0,,,,
2161,Kepler-289,d,3,66.0634,0.0114,-0.0114,0,1.2,0.3,-0.3,0,700,14,-14,0,,,,5990,38,-38,0,0,1.08,0.02,-0.02,0,0,11/19/2014,Kepler-289 d,4,0.9,-0.9,0,2.68,0.17,-0.17,0,Space,0,,,,
2162,Kepler-29,b,2,10.3384,0.0003,-0.0003,0,0.65,0.27,-0.23,0,1400,,,0,,,,5701,102,-102,0,0,0.98,0.05,-0.05,0,0,4/7/2016,Kepler-29 b,4.51,1.41,-1.47,0,3.35,0.22,-0.22,0,Space,0,,,,
2163,Kepler-29,c,2,13.2884,0.0005,-0.0005,0,0.7,0.29,-0.25,0,1400,,,0,,,,5701,102,-102,0,0,0.98,0.05,-0.05,0,0,4/7/2016,Kepler-29 c,4,1.23,-1.29,0,3.14,0.2,-0.2,0,Space,0,,,,
2164,Kepler-290,b,2,14.589347,0.000066,-0.000066,0,,,,,,,,,,,,5147,200,-200,0,0,,,,,,5/14/2014,Kepler-290 b,,,,,2.25,1.22,-1.22,0,Space,0,,,,
2165,Kepler-290,c,2,36.77031,0.000183,-0.000183,0,,,,,,,,,,,,5147,200,-200,0,0,,,,,,5/14/2014,Kepler-290 c,,,,,2.7,1.39,-1.39,0,Space,0,,,,
2166,Kepler-291,b,2,3.546511,0.000016,-0.000016,0,,,,,,,,,,,,6002,200,-200,0,0,1.03,,,0,0,5/14/2014,Kepler-291 b,,,,,2.16,0.94,-0.94,0,Space,0,,,,
2167,Kepler-291,c,2,5.700786,0.000055,-0.000055,0,,,,,,,,,,,,6002,200,-200,0,0,1.03,,,0,0,5/14/2014,Kepler-291 c,,,,,1.88,0.82,-0.82,0,Space,0,,,,
2168,Kepler-292,b,5,2.580827,0.00002,-0.00002,0,,,,,,,,,,,,5299,100,-100,0,0,0.88,,,0,0,5/14/2014,Kepler-292 b,,,,,1.32,0.14,-0.14,0,Space,0,,,,
2169,Kepler-292,c,5,3.715335,0.000033,-0.000033,0,,,,,,,,,,,,5299,100,-100,0,0,0.88,,,0,0,5/14/2014,Kepler-292 c,,,,,1.47,0.15,-0.15,0,Space,0,,,,
2170,Kepler-292,d,5,7.055679,0.000043,-0.000043,0,,,,,,,,,,,,5299,100,-100,0,0,0.88,,,0,0,5/14/2014,Kepler-292 d,,,,,2.23,0.21,-0.21,0,Space,0,,,,
2171,Kepler-292,e,5,11.97901,0.000101,-0.000101,0,,,,,,,,,,,,5299,100,-100,0,0,0.88,,,0,0,5/14/2014,Kepler-292 e,,,,,2.67,0.35,-0.35,0,Space,0,,,,
2172,Kepler-292,f,5,20.834237,0.000184,-0.000184,0,,,,,,,,,,,,5299,100,-100,0,0,0.88,,,0,0,5/14/2014,Kepler-292 f,,,,,2.35,0.22,-0.22,0,Space,0,,,,
2173,Kepler-293,b,2,19.254196,0.000079,-0.000079,0,,,,,,,,,,,,5804,200,-200,0,0,1.01,,,0,0,5/14/2014,Kepler-293 b,,,,,3.07,1.3,-1.3,0,Space,0,,,,
2174,Kepler-293,c,2,54.155743,0.000466,-0.000466,0,,,,,,,,,,,,5804,200,-200,0,0,1.01,,,0,0,5/14/2014,Kepler-293 c,,,,,3.83,1.63,-1.63,0,Space,0,,,,
2175,Kepler-294,b,2,3.701212,0.000025,-0.000025,0,,,,,,,,,,,,5913,200,-200,0,0,,,,,,5/14/2014,Kepler-294 b,,,,,1.77,0.83,-0.83,0,Space,0,,,,
2176,Kepler-294,c,2,6.6264,0.000028,-0.000028,0,,,,,,,,,,,,5913,200,-200,0,0,,,,,,5/14/2014,Kepler-294 c,,,,,2.71,1.27,-1.27,0,Space,0,,,,
2177,Kepler-295,b,3,12.645164,0.000181,-0.000181,0,,,,,,,,,,,,5603,200,-200,0,0,,,,,,5/14/2014,Kepler-295 b,,,,,1.22,0.64,-0.64,0,Space,0,,,,
2178,Kepler-295,c,3,21.526258,0.000336,-0.000336,0,,,,,,,,,,,,5603,200,-200,0,0,,,,,,5/14/2014,Kepler-295 c,,,,,1.17,0.62,-0.62,0,Space,0,,,,
2179,Kepler-295,d,3,33.884054,0.000685,-0.000685,0,,,,,,,,,,,,5603,200,-200,0,0,,,,,,5/14/2014,Kepler-295 d,,,,,1.36,0.72,-0.72,0,Space,0,,,,
2180,Kepler-296,b,5,10.864384,0.000051,-0.000046,0,,,,,226,28,-18,0,,,,3740,130,-130,0,0,0.5,0.07,-0.09,0,0,9/3/2015,Kepler-296 b,,,,,1.61,0.29,-0.27,0,Space,0,,,,
2181,Kepler-296,c,5,5.8416366,0.00001,-0.00001,0,,,,,226,28,-18,0,,,,3740,130,-130,0,0,0.5,0.07,-0.09,0,0,9/3/2015,Kepler-296 c,,,,,2,0.33,-0.32,0,Space,0,,,,
2182,Kepler-296,d,5,19.850291,0.000061,-0.000057,0,,,,,226,28,-18,0,,,,3740,130,-130,0,0,0.5,0.07,-0.09,0,0,9/3/2015,Kepler-296 d,,,,,2.09,0.33,-0.32,0,Space,0,,,,
2183,Kepler-296,e,5,34.14211,0.00025,-0.00025,0,,,,,226,28,-18,0,,,,3740,130,-130,0,0,0.5,0.07,-0.09,0,0,9/3/2015,Kepler-296 e,,,,,1.53,0.27,-0.25,0,Space,0,,,,
2184,Kepler-296,f,5,63.33627,0.0006,-0.00062,0,,,,,226,28,-18,0,,,,3740,130,-130,0,0,0.5,0.07,-0.09,0,0,9/3/2015,Kepler-296 f,,,,,1.8,0.31,-0.3,0,Space,0,,,,
2185,Kepler-297,b,2,38.871826,0.000153,-0.000153,0,,,,,,,,,,,,5619,100,-100,0,0,,,,,,5/14/2014,Kepler-297 b,,,,,2.87,0.52,-0.52,0,Space,0,,,,
2186,Kepler-297,c,2,74.920137,0.00012,-0.00012,0,,,,,,,,,,,,5619,100,-100,0,0,,,,,,5/14/2014,Kepler-297 c,,,,,6.54,1.18,-1.18,0,Space,0,,,,
2187,Kepler-298,b,3,10.475464,0.000027,-0.000027,0,,,,,,,,,,,,4465,100,-100,0,0,0.65,,,0,0,5/14/2014,Kepler-298 b,,,,,1.96,0.1,-0.1,0,Space,0,,,,
2188,Kepler-298,c,3,22.92881,0.00038,-0.00038,0,,,,,,,,,,,,4465,100,-100,0,0,0.65,,,0,0,5/14/2014,Kepler-298 c,,,,,1.93,0.22,-0.22,0,Space,0,,,,
2189,Kepler-298,d,3,77.473633,0.000615,-0.000615,0,,,,,,,,,,,,4465,100,-100,0,0,0.65,,,0,0,5/14/2014,Kepler-298 d,,,,,2.5,0.2,-0.2,0,Space,0,,,,
2190,Kepler-299,b,4,2.927128,0.000033,-0.000033,0,,,,,,,,,,,,5617,112,-112,0,0,0.97,,,0,0,5/14/2014,Kepler-299 b,,,,,1.32,0.27,-0.27,0,Space,0,,,,
2191,Kepler-299,c,4,6.885875,0.00004,-0.00004,0,,,,,,,,,,,,5617,112,-112,0,0,0.97,,,0,0,5/14/2014,Kepler-299 c,,,,,2.65,0.63,-0.63,0,Space,0,,,,
2192,Kepler-299,d,4,15.054786,0.000189,-0.000189,0,,,,,,,,,,,,5617,112,-112,0,0,0.97,,,0,0,5/14/2014,Kepler-299 d,,,,,1.86,0.38,-0.38,0,Space,0,,,,
2193,Kepler-299,e,4,38.285489,0.001428,-0.001428,0,,,,,,,,,,,,5617,112,-112,0,0,0.97,,,0,0,5/14/2014,Kepler-299 e,,,,,1.87,0.39,-0.39,0,Space,0,,,,
2194,Kepler-30,b,3,29.33434,0.00815,-0.00815,0,1.02,0.13,-0.13,0,1400,,,0,,,,5498,54,-54,0,0,0.99,0.08,-0.08,0,0,5/14/2014,Kepler-30 b,11.3,1.4,-1.4,0,3.9,0.2,-0.2,0,Space,0,,,,
2195,Kepler-30,c,3,60.323105,0.000244,-0.000244,0,1.88,0.17,-0.17,0,1400,,,0,,,,5498,54,-54,0,0,0.99,0.08,-0.08,0,0,5/14/2014,Kepler-30 c,640,50,-50,0,12.3,0.4,-0.4,0,Space,0,,,,
2196,Kepler-30,d,3,143.34394,0.00858,-0.00858,0,0.19,0.02,-0.02,0,1400,,,0,,,,5498,54,-54,0,0,0.99,0.08,-0.08,0,0,5/14/2014,Kepler-30 d,23.1,2.7,-2.7,0,8.8,0.5,-0.5,0,Space,0,,,,
2197,Kepler-300,b,2,10.446347,0.000043,-0.000043,0,,,,,,,,,,,,5986,200,-200,0,0,0.94,,,0,0,5/14/2014,Kepler-300 b,,,,,1.67,0.76,-0.76,0,Space,0,,,,
2198,Kepler-300,c,2,40.714955,0.000245,-0.000245,0,,,,,,,,,,,,5986,200,-200,0,0,0.94,,,0,0,5/14/2014,Kepler-300 c,,,,,2.25,1.04,-1.04,0,Space,0,,,,
2199,Kepler-301,b,3,2.508553,0.000012,-0.000012,0,,,,,,,,,,,,5815,200,-200,0,0,0.91,,,0,0,5/14/2014,Kepler-301 b,,,,,1.35,0.72,-0.72,0,Space,0,,,,
2200,Kepler-301,c,3,5.419026,0.000032,-0.000032,0,,,,,,,,,,,,5815,200,-200,0,0,0.91,,,0,0,5/14/2014,Kepler-301 c,,,,,1.35,0.72,-0.72,0,Space,0,,,,
2201,Kepler-301,d,3,13.751243,0.000081,-0.000081,0,,,,,,,,,,,,5815,200,-200,0,0,0.91,,,0,0,5/14/2014,Kepler-301 d,,,,,1.75,0.94,-0.94,0,Space,0,,,,
2202,Kepler-302,b,2,30.184104,0.000203,-0.000203,0,,,,,,,,,,,,5740,107,-107,0,0,,,,,,5/14/2014,Kepler-302 b,,,,,4.06,0.85,-0.85,0,Space,0,,,,
2203,Kepler-302,c,2,127.282184,0.000427,-0.000427,0,,,,,,,,,,,,5740,107,-107,0,0,,,,,,5/14/2014,Kepler-302 c,,,,,12.45,2.54,-2.54,0,Space,0,,,,
2204,Kepler-303,b,2,1.937055,0.000004,-0.000004,0,,,,,,,,,,,,3944,150,-150,0,0,0.59,,,0,0,5/14/2014,Kepler-303 b,,,,,0.89,0.05,-0.05,0,Space,0,,,,
2205,Kepler-303,c,2,7.061149,0.000019,-0.000019,0,,,,,,,,,,,,3944,150,-150,0,0,0.59,,,0,0,5/14/2014,Kepler-303 c,,,,,1.14,0.09,-0.09,0,Space,0,,,,
2206,Kepler-304,b,4,3.295709,0.000002,-0.000002,0,,,,,,,,,,,,4731,100,-100,0,0,0.8,,,0,0,5/14/2014,Kepler-304 b,,,,,2.86,0.21,-0.21,0,Space,0,,,,
2207,Kepler-304,c,4,5.315946,0.000007,-0.000007,0,,,,,,,,,,,,4731,100,-100,0,0,0.8,,,0,0,5/14/2014,Kepler-304 c,,,,,2.17,0.15,-0.15,0,Space,0,,,,
2208,Kepler-304,d,4,9.653471,0.000015,-0.000015,0,,,,,,,,,,,,4731,100,-100,0,0,0.8,,,0,0,5/14/2014,Kepler-304 d,,,,,2.75,0.21,-0.21,0,Space,0,,,,
2209,Kepler-304,e,4,1.49914695,0.0000028,-0.0000028,0,,,,,,,,,,,,4731,100,-100,0,0,0.8,,,0,0,5/10/2016,Kepler-304 e,,,,,1.2,0.06,-0.03,0,Space,0,,,,
